run	year	region	lct	tschg	area
1	1	Biobío	oak	50	700
1	1	Biobío	oak	NA	300
1	1	Biobío	pine	50	700
1	1	Biobío	pine	NA	400
1	1	La Araucanía	oak	50	1200
1	1	La Araucanía	oak	NA	800
1	1	La Araucanía	pine	50	700
1	1	La Araucanía	pine	NA	300
1	1	Ñuble	oak	NA	100
1	1	Ñuble	pine	50	300
1	1	Ñuble	pine	NA	200
1	2	Biobío	oak	51	4000
1	2	Biobío	oak	NA	2100
1	2	Biobío	pine	1	100
1	2	Biobío	pine	51	7100
1	2	Biobío	pine	NA	2100
1	2	La Araucanía	oak	51	900
1	2	La Araucanía	oak	NA	700
1	2	La Araucanía	pine	51	400
1	2	Ñuble	pine	51	700
1	2	Ñuble	pine	NA	200
1	3	Biobío	oak	2	100
1	3	Biobío	oak	52	17200
1	3	Biobío	oak	NA	9500
1	3	Biobío	pine	1	200
1	3	Biobío	pine	52	23400
1	3	Biobío	pine	NA	10000
1	3	La Araucanía	oak	52	1700
1	3	La Araucanía	oak	NA	500
1	3	La Araucanía	pine	52	1300
1	3	La Araucanía	pine	NA	100
1	3	Ñuble	pine	52	500
1	3	Ñuble	pine	NA	600
1	4	Biobío	oak	1	100
1	4	Biobío	oak	53	600
1	4	Biobío	oak	NA	100
1	4	Biobío	pine	53	900
1	4	Biobío	pine	NA	100
1	4	La Araucanía	oak	53	3000
1	4	La Araucanía	oak	NA	2100
1	4	La Araucanía	pine	53	2300
1	4	La Araucanía	pine	NA	300
1	4	Ñuble	oak	53	300
1	4	Ñuble	oak	NA	300
1	4	Ñuble	pine	53	300
1	4	Ñuble	pine	NA	800
1	5	Biobío	oak	1	100
1	5	Biobío	oak	2	500
1	5	Biobío	oak	54	5000
1	5	Biobío	oak	NA	2600
1	5	Biobío	pine	2	300
1	5	Biobío	pine	3	100
1	5	Biobío	pine	54	5500
1	5	Biobío	pine	NA	2000
1	5	La Araucanía	oak	54	800
1	5	La Araucanía	oak	NA	100
1	5	La Araucanía	pine	54	200
1	5	La Araucanía	pine	NA	100
1	6	Biobío	oak	55	7600
1	6	Biobío	oak	NA	2900
1	6	Biobío	pine	2	100
1	6	Biobío	pine	3	100
1	6	Biobío	pine	4	100
1	6	Biobío	pine	55	11100
1	6	Biobío	pine	NA	2200
1	6	La Araucanía	oak	55	1900
1	6	La Araucanía	oak	NA	2000
1	6	La Araucanía	pine	55	1300
1	6	La Araucanía	pine	NA	600
1	6	Ñuble	oak	NA	100
1	6	Ñuble	pine	55	500
1	6	Ñuble	pine	NA	600
1	7	Biobío	oak	4	100
1	7	Biobío	oak	56	1100
1	7	Biobío	oak	NA	1100
1	7	Biobío	pine	4	200
1	7	Biobío	pine	5	100
1	7	Biobío	pine	6	100
1	7	Biobío	pine	56	2000
1	7	Biobío	pine	NA	700
1	7	La Araucanía	oak	56	800
1	7	La Araucanía	oak	NA	500
1	7	La Araucanía	pine	56	600
1	7	La Araucanía	pine	NA	200
1	7	Ñuble	pine	56	100
1	7	Ñuble	pine	NA	200
1	8	Biobío	oak	1	100
1	8	Biobío	oak	2	300
1	8	Biobío	oak	3	100
1	8	Biobío	oak	5	200
1	8	Biobío	oak	57	7300
1	8	Biobío	oak	NA	4600
1	8	Biobío	pine	1	300
1	8	Biobío	pine	2	400
1	8	Biobío	pine	3	200
1	8	Biobío	pine	5	700
1	8	Biobío	pine	57	13200
1	8	Biobío	pine	NA	4800
1	8	La Araucanía	oak	57	100
1	8	La Araucanía	oak	NA	300
1	8	La Araucanía	pine	57	300
1	8	La Araucanía	pine	NA	100
1	8	Ñuble	oak	57	400
1	8	Ñuble	oak	NA	600
1	8	Ñuble	pine	5	100
1	8	Ñuble	pine	57	2200
1	8	Ñuble	pine	NA	800
1	9	Biobío	oak	1	100
1	9	Biobío	oak	4	100
1	9	Biobío	oak	6	100
1	9	Biobío	oak	58	5100
1	9	Biobío	oak	NA	1900
1	9	Biobío	pine	1	400
1	9	Biobío	pine	2	100
1	9	Biobío	pine	4	200
1	9	Biobío	pine	7	200
1	9	Biobío	pine	58	4900
1	9	Biobío	pine	NA	2200
1	9	La Araucanía	oak	58	700
1	9	La Araucanía	oak	NA	300
1	9	La Araucanía	pine	58	300
1	9	Ñuble	oak	58	200
1	9	Ñuble	oak	NA	400
1	9	Ñuble	pine	58	3100
1	9	Ñuble	pine	NA	2600
1	10	Biobío	oak	3	100
1	10	Biobío	oak	4	200
1	10	Biobío	oak	5	100
1	10	Biobío	oak	7	600
1	10	Biobío	oak	8	100
1	10	Biobío	oak	59	8100
1	10	Biobío	oak	NA	4000
1	10	Biobío	pine	1	100
1	10	Biobío	pine	2	200
1	10	Biobío	pine	4	100
1	10	Biobío	pine	5	200
1	10	Biobío	pine	7	300
1	10	Biobío	pine	8	300
1	10	Biobío	pine	59	7000
1	10	Biobío	pine	NA	2900
1	10	La Araucanía	oak	5	100
1	10	La Araucanía	oak	59	600
1	10	La Araucanía	oak	NA	900
1	10	La Araucanía	pine	59	1000
1	10	La Araucanía	pine	NA	400
1	10	Ñuble	oak	59	1300
1	10	Ñuble	oak	NA	700
1	10	Ñuble	pine	59	6000
1	10	Ñuble	pine	NA	2800
1	11	Biobío	oak	1	200
1	11	Biobío	oak	2	100
1	11	Biobío	oak	3	300
1	11	Biobío	oak	4	100
1	11	Biobío	oak	5	200
1	11	Biobío	oak	6	100
1	11	Biobío	oak	7	100
1	11	Biobío	oak	8	200
1	11	Biobío	oak	60	4200
1	11	Biobío	oak	NA	2600
1	11	Biobío	pine	2	100
1	11	Biobío	pine	3	400
1	11	Biobío	pine	5	100
1	11	Biobío	pine	6	100
1	11	Biobío	pine	8	700
1	11	Biobío	pine	9	100
1	11	Biobío	pine	60	7800
1	11	Biobío	pine	NA	1400
1	11	La Araucanía	oak	60	1400
1	11	La Araucanía	oak	NA	1200
1	11	La Araucanía	pine	60	900
1	11	La Araucanía	pine	NA	100
1	11	Ñuble	oak	NA	100
1	11	Ñuble	pine	5	100
1	11	Ñuble	pine	60	800
1	11	Ñuble	pine	NA	200
1	12	Biobío	oak	1	200
1	12	Biobío	oak	9	100
1	12	Biobío	oak	61	800
1	12	Biobío	oak	NA	200
1	12	Biobío	pine	1	100
1	12	Biobío	pine	2	100
1	12	Biobío	pine	7	100
1	12	Biobío	pine	10	100
1	12	Biobío	pine	61	1400
1	12	Biobío	pine	NA	600
1	12	La Araucanía	oak	61	500
1	12	La Araucanía	oak	NA	200
1	12	La Araucanía	pine	61	200
1	12	Ñuble	pine	61	100
1	13	Biobío	oak	10	300
1	13	Biobío	oak	62	900
1	13	Biobío	oak	NA	500
1	13	Biobío	pine	5	100
1	13	Biobío	pine	10	600
1	13	Biobío	pine	62	1600
1	13	Biobío	pine	NA	200
1	13	La Araucanía	oak	6	100
1	13	La Araucanía	oak	7	100
1	13	La Araucanía	oak	62	2000
1	13	La Araucanía	oak	NA	1600
1	13	La Araucanía	pine	62	800
1	13	La Araucanía	pine	NA	500
1	13	Ñuble	oak	3	100
1	13	Ñuble	oak	62	200
1	13	Ñuble	oak	NA	100
1	13	Ñuble	pine	5	100
1	13	Ñuble	pine	62	1000
1	13	Ñuble	pine	NA	600
1	14	Biobío	oak	5	100
1	14	Biobío	oak	6	100
1	14	Biobío	oak	11	300
1	14	Biobío	oak	63	900
1	14	Biobío	oak	NA	600
1	14	Biobío	pine	1	100
1	14	Biobío	pine	11	300
1	14	Biobío	pine	63	800
1	14	Biobío	pine	NA	700
